'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[15:29:39.211 24/07/2074]',-5.861,3.126,52.357,-16.801,-1.172,23.443,6.642,2.344,33.211,38.681,-37.900,23.443,26.178,37.509,-5.470,-0.781,7.424,7.424,-51.575,0.000,9.768,37.900,-5.470
'[15:29:39.215 24/07/2074]',-1.563,1.954,59.389,-26.178,-1.563,29.304,7.424,-1.563,31.258,39.853,-36.337,17.582,28.132,40.635,-7.033,-8.596,14.457,3.126,-58.608,11.331,8.987,30.476,-7.033
'[15:29:39.219 24/07/2074]',-7.814,-0.391,58.608,-19.145,-7.424,24.615,6.642,5.079,23.443,36.728,-39.463,25.397,28.132,42.198,-14.457,-8.987,16.801,0.781,-57.827,24.225,14.847,23.834,-14.457
'[15:29:39.223 24/07/2074]',-8.987,-4.298,53.529,-10.940,-8.596,17.192,8.205,10.159,19.536,32.821,-43.761,30.476,25.788,41.026,-22.271,-4.298,13.284,0.391,-52.747,21.490,12.112,35.556,-22.271
'[15:29:39.227 24/07/2074]',-4.298,-7.033,48.449,-7.814,-3.907,10.549,14.066,6.642,19.927,32.821,-42.198,24.225,30.867,42.979,-25.397,-13.284,11.331,-0.781,-47.668,14.066,23.834,42.979,-25.397
'[15:29:39.230 24/07/2074]',-2.344,-19.145,45.714,0.000,-4.298,0.000,16.801,9.377,14.847,28.523,-41.807,28.132,29.304,39.072,-25.397,-12.503,11.722,-1.563,-44.933,35.946,25.788,25.397,-25.397
'[15:29:39.234 24/07/2074]',-10.159,-15.238,34.774,5.470,-7.424,-5.470,20.317,7.033,15.238,23.053,-41.416,25.788,27.350,30.867,-24.615,-9.768,9.768,3.516,-33.993,24.225,30.085,22.662,-24.615
'[15:29:39.238 24/07/2074]',-8.987,-26.178,45.324,5.470,-2.344,-5.470,27.741,-3.126,22.662,24.225,-34.774,12.112,29.695,27.741,-18.364,-12.894,8.205,4.689,-44.542,32.821,23.053,27.741,-18.364
'[15:29:39.242 24/07/2074]',-6.252,-7.814,32.039,5.079,0.781,-1.172,32.821,-9.768,23.443,26.960,-27.741,4.689,23.443,28.523,-10.549,-12.894,14.066,5.470,-31.258,17.192,20.708,21.490,-10.549
'[15:29:39.246 24/07/2074]',-10.549,-4.298,27.350,16.020,0.781,-1.172,33.993,-6.252,24.225,26.569,-22.271,5.079,19.927,29.304,-9.377,-4.298,16.801,12.894,-26.569,11.331,18.755,27.741,-9.377
'[15:29:39.250 24/07/2074]',-9.377,-5.861,24.615,21.880,4.689,-1.172,33.993,-7.424,25.006,28.132,-16.801,3.516,19.145,26.960,-6.642,1.172,15.238,18.755,-23.834,-3.126,25.397,36.337,-6.642
'[15:29:39.254 24/07/2074]',-3.907,-5.079,20.317,22.662,8.596,-1.172,36.337,-10.549,24.615,31.648,-7.814,0.000,21.099,30.867,-1.172,-2.344,18.755,19.145,-19.536,6.252,23.053,33.602,-1.172
'[15:29:39.258 24/07/2074]',-3.516,-4.298,19.927,23.834,8.596,-0.781,37.118,-9.768,23.443,32.039,0.391,4.298,26.178,31.258,5.079,-1.172,21.880,26.569,-19.145,18.755,26.569,25.006,5.079
'[15:29:39.262 24/07/2074]',-4.298,-8.596,24.615,23.053,9.768,0.781,35.946,-12.112,22.271,30.476,7.424,10.159,23.834,26.569,16.020,4.298,19.927,37.118,-23.834,8.205,30.085,30.476,16.020
'[15:29:39.266 24/07/2074]',4.689,-18.755,30.085,23.834,13.675,3.516,39.463,-17.192,23.834,33.993,13.675,9.768,21.490,33.211,24.615,2.735,19.927,39.463,-29.304,12.894,20.317,43.370,24.615
'[15:29:39.270 24/07/2074]',5.079,0.781,19.536,13.675,14.066,8.596,41.416,-24.225,27.741,35.556,21.880,9.768,26.178,40.244,27.350,1.172,25.397,46.105,-18.755,4.298,17.973,39.853,27.350
'[15:29:39.273 24/07/2074]',-1.172,4.298,13.675,17.582,7.814,8.596,36.337,-19.145,25.397,28.523,24.615,18.755,24.225,28.523,30.476,12.894,23.443,54.701,-12.894,-12.112,21.490,34.774,30.476
'[15:29:39.277 24/07/2074]',5.079,-0.391,8.596,16.020,8.596,8.205,34.774,-22.662,25.006,26.960,28.132,15.238,20.708,26.960,33.211,14.457,18.755,56.654,-7.814,-19.927,13.284,41.026,33.211
'[15:29:39.281 24/07/2074]',10.549,2.344,6.642,10.940,10.549,8.596,36.337,-25.397,24.225,26.960,34.383,10.940,24.615,24.225,34.774,12.894,20.708,56.654,-5.861,-10.159,8.596,28.523,34.774
'[15:29:39.285 24/07/2074]',8.596,-8.987,14.457,15.238,9.377,5.470,31.648,-17.582,17.582,22.662,36.337,17.973,19.536,7.814,44.933,22.271,21.490,57.436,-13.675,2.735,7.814,7.424,44.933
'[15:29:39.289 24/07/2074]',15.238,-22.662,23.053,12.503,14.457,4.298,27.741,-17.973,14.457,23.834,33.211,19.536,10.159,3.516,49.231,28.913,18.755,53.919,-22.271,-3.516,-0.781,15.238,49.231
'[15:29:39.293 24/07/2074]',21.099,-14.066,18.364,5.861,24.225,3.907,26.178,-24.225,17.192,25.788,31.258,13.675,13.284,4.689,50.012,21.099,18.755,43.370,-17.582,-7.033,-10.159,21.880,50.012
'[15:29:39.297 24/07/2074]',19.536,2.735,-0.391,3.516,28.523,-0.391,16.020,-17.973,12.894,22.271,25.788,19.145,4.298,4.298,48.840,23.053,19.145,37.118,1.172,-21.099,-12.503,10.549,48.840
'[15:29:39.301 24/07/2074]',25.397,-0.391,-8.596,-2.344,28.913,-4.689,6.252,-17.973,10.549,14.457,17.973,19.927,-2.735,0.391,42.198,24.615,13.675,30.867,9.377,-30.085,-14.066,7.814,42.198
'[15:29:39.305 24/07/2074]',32.039,0.781,-19.145,-12.112,32.039,-8.987,1.563,-23.053,12.503,12.112,11.722,10.159,-0.391,1.172,33.211,13.284,6.252,18.364,19.927,-26.178,-23.834,12.503,33.211
'[15:29:39.309 24/07/2074]',32.039,-3.516,-19.145,-17.582,28.913,-13.675,-0.391,-23.443,16.020,10.940,3.516,5.470,0.391,7.424,24.225,3.907,5.079,9.377,19.927,-7.033,-25.397,8.205,24.225
'[15:29:39.313 24/07/2074]',25.006,-3.516,-27.741,-19.145,16.410,-17.582,-5.861,-19.536,15.629,5.470,-4.689,6.642,-3.516,-3.516,25.006,6.252,1.172,5.470,28.523,-14.847,-27.350,3.516,25.006
'[15:29:39.316 24/07/2074]',20.317,1.172,-32.430,-19.536,11.331,-16.410,-7.424,-17.192,20.317,4.298,-13.675,5.079,-2.735,-9.377,24.225,5.079,-3.907,0.391,33.211,-29.304,-37.118,21.099,24.225
'[15:29:39.320 24/07/2074]',16.410,16.410,-32.039,-22.662,10.549,-12.112,-4.298,-15.629,26.178,8.205,-19.145,2.344,-0.781,-5.470,28.523,-2.344,-1.172,-3.907,32.821,-23.834,-39.072,15.629,28.523
'[15:29:39.324 24/07/2074]',16.020,33.993,-44.151,-26.178,5.470,-7.814,-4.689,-12.503,28.132,9.377,-25.006,2.344,-5.079,-3.516,32.821,-6.642,1.172,-3.516,44.933,-36.337,-37.900,8.205,32.821
'[15:29:39.328 24/07/2074]',16.410,12.894,-26.178,-27.741,2.735,-7.424,-5.079,-13.284,26.569,10.549,-35.165,0.391,-3.907,-8.596,28.913,-11.722,-1.954,-6.252,26.960,-24.615,-39.072,19.536,28.913
'[15:29:39.332 24/07/2074]',21.490,20.708,-23.443,-39.463,8.596,-1.954,-1.563,-24.615,30.867,21.099,-41.026,-11.331,6.252,4.298,20.317,-32.039,0.391,-13.675,24.225,-30.085,-27.741,33.211,20.317
'[15:29:39.336 24/07/2074]',20.317,19.536,-19.145,-42.979,7.424,-0.781,-0.781,-27.350,29.695,25.006,-46.886,-13.284,7.814,11.331,16.801,-42.979,5.861,-17.192,19.927,-16.020,-19.927,24.615,16.801
'[15:29:39.340 24/07/2074]',13.675,3.516,-3.907,-40.244,0.781,-1.954,-0.391,-23.443,23.443,23.443,-52.357,-10.159,7.033,10.940,9.768,-44.151,5.079,-17.582,4.689,-8.205,-16.410,32.821,9.768
'[15:29:39.344 24/07/2074]',14.066,34.383,-16.410,-48.059,5.470,5.079,0.781,-28.132,24.225,24.225,-53.919,-13.675,8.596,20.317,3.516,-51.966,4.298,-19.145,17.192,-45.324,-10.549,50.012,3.516
'[15:29:39.348 24/07/2074]',14.457,40.635,-7.424,-57.436,3.516,9.377,4.689,-28.523,22.271,21.099,-52.747,-10.940,8.596,22.662,2.735,-55.482,6.642,-20.317,8.205,-26.178,-21.490,35.556,2.735
'[15:29:39.352 24/07/2074]',9.377,43.761,-2.735,-55.873,-1.172,10.159,5.861,-19.927,14.847,13.675,-55.873,-1.563,6.252,21.099,-7.033,-48.449,5.861,-21.880,3.516,-12.112,-30.476,27.741,-7.033
'[15:29:39.355 24/07/2074]',16.020,51.575,-5.861,-62.515,3.907,13.675,3.126,-22.271,11.722,9.377,-57.827,-0.391,3.126,21.880,-16.410,-44.151,0.391,-22.662,6.642,-37.509,-32.821,42.979,-16.410
'[15:29:39.359 24/07/2074]',19.145,49.231,3.516,-66.422,5.079,16.410,7.814,-23.834,10.549,8.596,-55.873,-1.563,3.516,16.801,-20.317,-38.291,-1.563,-25.006,-2.735,-26.960,-39.853,32.430,-20.317
'[15:29:39.363 24/07/2074]',13.284,45.714,7.814,-54.310,1.172,14.847,8.205,-12.112,7.033,3.907,-55.092,4.689,0.000,12.112,-23.834,-25.788,-3.907,-20.708,-7.033,-14.847,-49.231,24.225,-23.834
'[15:29:39.367 24/07/2074]',21.880,46.886,0.781,-53.919,3.126,14.847,7.424,-9.768,4.298,0.391,-50.403,4.298,-7.814,15.238,-28.523,-17.582,-8.987,-14.066,0.000,-40.244,-52.357,34.774,-28.523
'[15:29:39.371 24/07/2074]',26.569,52.747,1.563,-59.389,4.689,19.145,9.377,-11.722,3.516,-1.172,-41.026,-0.391,-8.987,12.112,-26.178,-14.847,-11.331,-14.066,-0.781,-37.118,-64.860,26.178,-26.178
'[15:29:39.375 24/07/2074]',30.867,64.860,-8.205,-55.482,4.298,20.317,12.894,-6.252,3.907,-2.735,-32.821,0.391,-8.596,18.364,-25.788,-14.847,-7.814,-12.503,8.987,-39.072,-66.422,16.801,-25.788
'[15:29:39.379 24/07/2074]',25.397,45.324,8.596,-48.059,-1.172,20.708,15.238,-2.344,0.781,-5.861,-27.350,3.126,-14.066,25.788,-29.695,-10.159,-7.033,-8.205,-7.814,-26.178,-69.548,32.039,-29.695
'[15:29:39.383 24/07/2074]',24.225,39.463,20.317,-47.668,-1.954,25.397,19.145,-5.470,4.689,-2.735,-20.317,-1.172,-9.768,30.476,-25.006,-14.847,-5.470,-4.689,-19.536,-27.350,-70.330,47.668,-25.006
'[15:29:39.387 24/07/2074]',21.099,32.039,28.132,-37.509,-5.470,26.178,25.397,-1.954,8.205,0.781,-12.112,-2.344,-5.079,37.509,-19.536,-18.364,-0.391,-0.391,-27.350,-6.252,-65.641,41.026,-19.536
'[15:29:39.391 24/07/2074]',10.940,12.894,41.807,-25.397,-15.629,23.053,29.695,3.907,4.298,1.172,-8.205,-1.954,-3.516,39.072,-19.927,-18.364,3.907,9.377,-41.026,23.053,-65.250,40.635,-19.927
'[15:29:39.395 24/07/2074]',14.066,37.118,12.894,-24.225,-14.457,24.225,29.304,1.954,7.033,4.689,-3.907,-7.424,-2.344,48.840,-25.006,-19.536,2.344,19.927,-12.112,-19.536,-58.999,62.515,-25.006
'[15:29:39.398 24/07/2074]',20.317,45.324,0.781,-23.053,-12.503,20.317,33.993,1.563,9.377,7.814,0.391,-10.549,2.735,44.151,-17.582,-21.490,1.954,25.006,0.000,-24.225,-53.138,50.403,-17.582
'[15:29:39.402 24/07/2074]',16.410,44.151,-1.563,-16.020,-17.973,14.847,37.900,8.205,7.033,7.424,2.344,-6.642,7.033,41.807,-16.020,-21.490,3.126,32.039,2.344,-3.907,-47.277,36.337,-16.020
'[15:29:39.406 24/07/2074]',16.410,41.807,-5.470,-9.377,-19.927,10.159,39.072,13.284,8.596,8.596,3.516,-3.516,10.159,44.542,-14.847,-21.099,-1.563,41.416,6.252,-12.503,-39.072,48.059,-14.847
'[15:29:39.410 24/07/2074]',18.755,39.463,-5.861,-7.424,-21.490,6.642,44.933,13.675,13.675,10.940,10.549,-3.907,14.847,41.807,0.391,-25.006,-4.298,46.886,6.642,-15.238,-37.900,49.231,0.391
'[15:29:39.414 24/07/2074]',12.112,29.304,1.172,-1.954,-30.476,2.735,49.621,18.755,13.675,10.549,16.020,-4.298,20.708,37.900,4.298,-26.960,-3.516,49.621,-0.391,13.675,-32.039,32.821,4.298
'[15:29:39.418 24/07/2074]',13.675,22.271,-1.954,3.126,-33.602,0.391,47.668,24.615,12.112,9.377,18.755,-2.735,18.755,38.291,6.642,-24.615,-1.954,55.482,2.735,12.894,-30.085,33.602,6.642
'[15:29:39.422 24/07/2074]',16.801,28.913,-18.364,7.424,-32.821,-0.781,48.059,22.662,16.801,12.503,19.927,-7.814,17.582,32.039,14.457,-22.662,-3.516,53.138,19.145,-7.814,-32.039,37.900,14.457
'[15:29:39.426 24/07/2074]',18.364,19.145,-8.987,5.861,-30.085,-0.781,48.840,17.582,16.020,18.364,19.536,-14.457,21.880,25.006,16.801,-23.834,0.391,47.668,9.768,12.503,-28.523,26.960,16.801
'[15:29:39.430 24/07/2074]',16.801,16.410,-15.629,15.238,-27.741,-4.298,44.933,21.490,9.377,22.271,14.457,-13.284,17.582,21.490,12.503,-18.364,4.298,47.668,16.410,17.582,-26.178,25.006,12.503
'[15:29:39.434 24/07/2074]',18.364,12.503,-25.788,22.662,-24.225,-8.205,40.244,20.708,10.940,29.695,7.424,-16.020,14.457,19.927,10.940,-12.894,7.424,43.761,26.569,8.596,-26.569,31.648,10.940
'[15:29:39.438 24/07/2074]',20.708,11.331,-25.006,14.847,-18.364,-8.596,39.853,10.159,13.675,38.291,3.907,-27.741,20.317,15.238,11.331,-18.755,12.112,34.774,25.788,18.364,-21.099,23.053,11.331
'[15:29:39.441 24/07/2074]',20.708,13.284,-32.430,14.457,-14.066,-13.675,34.774,9.768,16.801,41.807,-2.735,-29.304,21.880,19.536,4.689,-19.927,18.364,26.960,33.211,28.913,-19.145,14.847,4.689
'[15:29:39.445 24/07/2074]',17.973,10.940,-49.231,17.582,-14.457,-21.099,23.834,10.549,20.317,39.072,-14.066,-28.913,15.238,5.861,6.642,-12.112,16.801,17.192,50.012,7.814,-19.927,14.066,6.642
